id,title,type,release_year,age_certification,runtime,seasons,imdb_score,imdb_votes,country,genre
ts223110,Sugar Rush Christmas,Show,2019,TV-PG,50,2,6.8,578,US,Reality
tm946360,Really Love,Movie,2020,Others,95,0,6,807,US,"Drama, Romance"
tm938466,Kitty Love: An Homage To Cats,Movie,2020,Others,60,0,5.2,445,NL,"Documentation, European"
tm842817,Living In Bondage: Breaking Free,Movie,2019,Others,140,0,5.3,106,NG,"Drama, Fantasy"
tm871330,Full Out 2: You Got This!,Movie,2020,Others,90,0,4.6,504,US,Family
ts252015,Game On: A Comedy Crossover Event,Show,2020,TV-G,29,2,5.4,213,US,"Comedy, Family"
tm455161,Panipat,Movie,2019,Others,171,0,5.4,5438,IN,"Romance, Action, Drama, History, War"
tm919082,Octonauts And The Caves Of Sac Actun,Movie,2020,Others,72,0,6.2,177,GB,"Animation, Comedy, Family"
tm452996,"Ken Jeong: You Complete Me, Ho",Movie,2019,Others,62,0,5.7,2368,US,Comedy
tm1079495,A Second Chance: Rivals!,Movie,2019,PG,89,0,4.7,375,AU,"Family, Drama, Sport"
tm472195,Almost Love,Movie,2019,Others,94,0,5.7,1087,US,"Comedy, Drama, Romance"
tm466426,The Trap,Movie,2019,Others,90,0,4.3,1590,US,Comedy
tm943808,Guillermo Vilas: Settling The Score,Movie,2020,Others,94,0,7.1,650,AR,"Documentation, Sport"
tm451852,The 3rd Eye 2,Movie,2019,Others,115,0,5.3,586,ID,"Horror, Thriller, Fantasy, Drama"
tm844978,Guatemala: Heart Of The Mayan World,Movie,2019,Others,66,0,6.6,218,"GT, UY",Documentation
tm835414,Sitara,Movie,2019,Others,128,0,8,5,IN,"Drama, Animation"
ts269844,Paava Kadhaigal,Show,2020,Others,118,1,8.1,6628,IN,"Drama, Family"
ts256297,The Devil Punisher,Show,2020,Others,70,1,5.9,157,TW,"Scifi, Fantasy, Romance"
ts266898,A Queen Is Born,Show,2020,Others,44,1,5.9,148,BR,Reality
tm828318,Axone,Movie,2019,Others,96,0,6.9,2182,IN,"Drama, Comedy"
tm893874,Choked: Paisa Bolta Hai,Movie,2020,Others,114,0,5.7,5333,IN,"Drama, Thriller"
tm929600,Afonso Padilha: Classless,Movie,2020,Others,63,0,6.9,194,BR,Comedy
tm845594,Irandam Ulagaporin Kadaisi Gundu,Movie,2019,Others,141,0,7.2,960,IN,"Drama, Thriller"
tm464212,Antoine Griezmann: The Making Of A Legend,Movie,2019,Others,60,0,6.5,1128,FR,"Documentation, Sport"
tm832463,Mundina Nildana,Movie,2019,Others,106,0,6.2,363,IN,"Romance, Comedy, Drama"
ts189314,Tiffany Haddish Presents: They Ready,Show,2019,TV-14,23,2,6.5,555,US,"Comedy, Reality"
tm949905,Asura Guru,Movie,2020,Others,120,0,3.2,316,IN,"Crime, Thriller, Action"
tm958984,Voiceless,Movie,2020,Others,120,0,6.8,31,N/A,Thriller
tm920320,Lift Like A Girl,Movie,2020,Others,93,0,7.8,208,"DK, EG, DE",Documentation
tm476922,Wanted - Matloubin,Movie,2019,Others,90,0,7.2,616,LB,"Comedy, Drama"
tm976168,Gone,Movie,2020,Others,15,0,7.1,18,AU,"Horror, Drama"
tm845942,A Family Reunion Christmas,Movie,2019,Others,29,0,5.8,216,US,"Comedy, Family"
tm507191,Mayday Life,Movie,2019,Others,112,0,6.7,122,TW,"Documentation, Music"
ts90466,Hong Kong West Side Stories,Show,2019,TV-MA,23,2,5.7,6,HK,"Drama, Comedy"
ts89336,Charlie'S Colorforms City,Show,2019,TV-Y,23,4,7,148,US,"Animation, Family"
ts89656,The Legend Of White Snake,Show,2019,TV-14,46,1,7.4,224,CN,"Scifi, Drama, Fantasy"
tm677746,Bombay Rose,Movie,2019,PG-13,97,0,6.2,608,"FR, IN, QA","Romance, Animation, Drama"
tm405637,122,Movie,2019,R,95,0,6.2,5530,EG,"Horror, Thriller"
ts223098,Lugar De Mulher,Show,2019,Others,15,1,4.7,35,BR,Comedy
tm810873,Thottappan,Movie,2019,Others,140,0,6.9,366,IN,Drama
tm475638,Luccas Neto Em: Uma Babá Muito Esquisita,Movie,2019,Others,75,0,3,36,BR,"Comedy, Family"
tm437379,I'M Leaving Now,Movie,2019,Others,74,0,6.5,108,"MX, US","Documentation, European"
tm981956,Spirit Riding Free: Ride Along Adventure,Movie,2020,Others,22,0,5.9,60,US,"Animation, Action, Drama, Family, Western, Comedy"
tm839479,Fan Girl,Movie,2020,Others,100,0,6.7,366,PH,Drama
tm1026240,Perfume Imaginary Museum “Time Warp”,Movie,2020,Others,53,0,6.5,23,JP,Music
tm454464,Pegasus,Movie,2019,Others,98,0,6.3,1727,CN,"Comedy, Fantasy, Sport"
tm373452,Kannum Kannum Kollaiyadithaal,Movie,2020,Others,162,0,7.7,6647,IN,"Comedy, Drama, Romance, Thriller"
tm929614,Gims: On The Record,Movie,2020,Others,96,0,6.8,207,FR,"Music, Documentation"
tm854261,Leyla Everlasting,Movie,2020,Others,112,0,3.7,7453,TR,Comedy
tm937044,Bigflo & Oli: Hip Hop Frenzy,Movie,2020,Others,100,0,6.7,118,FR,"Documentation, Music"
tm435327,27 Steps Of May,Movie,2019,Others,112,0,8.1,466,ID,Drama
tm814652,Mallesham,Movie,2019,Others,131,0,8.3,1036,IN,Drama
tm834653,The Knight And The Princess,Movie,2019,PG,97,0,5.9,375,"EG, SA","Comedy, Family, Fantasy, History, Animation"
tm844201,Super Monsters Save Christmas,Movie,2019,G,24,0,4.8,57,US,"Animation, Fantasy, Family"
tm935993,Classmates Minus,Movie,2020,R,122,0,7.1,1543,TW,"Comedy, Drama"
tm677904,2 Weeks In Lagos,Movie,2019,Others,107,0,6.6,33,NG,Romance
tm476708,Kids On The Block,Movie,2019,Others,103,0,5.7,349,TR,"Comedy, Family"
ts235689,J-Style Trip,Show,2020,TV-14,64,1,4.9,111,"CN, TW",Reality
ts222901,糖糖online,Show,2019,TV-MA,24,1,5.5,21,TW,Drama
tm935941,Horrid Henry'S Gross Day Out,Movie,2020,Others,61,0,6.1,47,GB,"Animation, Comedy, Action"
tm818239,Penalty,Movie,2019,Others,128,0,5.3,859,IN,"Sport, Drama"
tm811954,Nenjamundu Nermaiyundu Odu Raja,Movie,2019,G,128,0,6.1,366,IN,"Comedy, Romance, Drama"
tm822167,The Panti Sisters,Movie,2019,PG-13,108,0,5.6,264,PH,"Comedy, Romance"
tm925702,Andre And His Olive Tree,Movie,2020,Others,104,0,6.6,201,SG,Documentation
tm1000551,Namaste Wahala,Movie,2020,Others,106,0,5.2,1536,NG,"Comedy, Drama, Romance"
tm981675,Super Monsters: Santa'S Super Monster Helpers,Movie,2020,Others,24,0,4.5,25,US,"Animation, Family"
ts258169,Holiday Home Makeover With Mr. Christmas,Show,2020,TV-G,43,1,5.8,291,US,Reality
ts234501,Buddi,Show,2020,TV-Y,8,2,7.1,61,US,"Fantasy, Animation, Comedy, Family"
ts269280,Kings Of Jo'Burg,Show,2020,TV-MA,51,1,5.6,491,ZA,"Crime, Thriller"
tm510525,Rk Nagar,Movie,2019,Others,110,0,5.1,137,IN,Comedy
ts89740,The Defected,Show,2019,TV-14,42,1,7.4,68,HK,"Drama, Crime"
tm902993,Mama Drama,Movie,2020,Others,85,0,6.3,8,US,Drama
tm836449,Tuna Girl,Movie,2019,Others,89,0,6.1,140,JP,"Drama, Comedy"
tm462809,The Wedding Shaman,Movie,2019,Others,111,0,7.1,158,ID,"Romance, Drama"
tm455715,Dilan 1991,Movie,2019,Others,118,0,6.8,1047,ID,"Drama, Romance"
ts256072,The Woman In The House Across The Street From The Girl In The Window,Show,2022,TV-MA,26,1,6.3,38964,US,"Crime, Comedy, Drama, Thriller"
ts256710,Archive 81,Show,2022,TV-MA,54,1,7.3,43068,US,"Scifi, Drama, Horror, Thriller"
ts237713,Sweet Tooth,Show,2021,TV-14,45,2,7.8,49182,US,"Scifi, Drama, Fantasy, Action"
ts300391,Clickbait,Show,2021,TV-MA,46,1,7.2,50140,"AU, US","Thriller, Crime, Drama"
tm1033470,Till Death,Movie,2021,R,89,0,5.8,19029,US,"Horror, Thriller"
tm1185687,Silverton Siege,Movie,2022,PG-13,100,0,6.1,2122,ZA,"Drama, Action, Crime, Thriller"
ts237972,Katla,Show,2021,TV-MA,46,1,7,13095,IS,"Scifi, Thriller, Drama"
ts262246,The Last Bus,Show,2022,TV-PG,35,1,5,500,GB,"Scifi, Comedy, Drama, Family, Fantasy"
ts273229,Feria: The Darkest Light,Show,2022,TV-MA,50,1,5.7,1532,ES,"Scifi, Crime, Drama, Fantasy, Horror, Thriller"
tm1021871,The Starling,Movie,2021,PG-13,102,0,6.3,11733,US,"Comedy, Drama, Fantasy"
tm993670,Cosmic Sin,Movie,2021,R,88,0,2.5,12284,US,"Scifi, Action"
tm1063652,Intrusion,Movie,2021,Others,92,0,5.3,15464,US,"Drama, Thriller"
ts253813,Glória,Show,2021,TV-MA,44,1,8,3941,PT,"Drama, History, Thriller"
ts284702,This Is A Robbery: The World'S Biggest Art Heist,Show,2021,TV-MA,53,1,6.5,4246,US,"Crime, History, Documentation"
tm1079334,"Bob Ross: Happy Accidents, Betrayal & Greed",Movie,2021,PG-13,92,0,6.9,5674,"US, NL",Documentation
ts260477,Post Mortem: No One Dies In Skarnes,Show,2021,TV-MA,45,1,7.1,3229,NO,"Thriller, Comedy, Drama"
tm1087160,Fever Dream,Movie,2021,R,93,0,5.4,1682,"CL, PE","Drama, Horror, Thriller"
tm1038363,America: The Motion Picture,Movie,2021,R,98,0,5.6,6165,US,"Action, Animation, Comedy, Fantasy, History, Scifi, War"
tm1107063,Love And Leashes,Movie,2022,R,118,0,6.3,3820,KR,"Romance, Comedy"
tm1167440,My Best Friend Anne Frank,Movie,2021,PG-13,103,0,6.2,3731,NL,Drama
tm673809,Schumacher,Movie,2021,Others,112,0,7.4,21558,DE,"Sport, Documentation"
tm1052498,Aileen Wuornos: American Boogeywoman,Movie,2021,R,85,0,3.6,1349,US,"Drama, Horror, Thriller"
tm1150872,Aziz Ansari: Nightclub Comedian,Movie,2022,R,29,0,7,1964,US,Comedy
ts306510,Octonauts: Above & Beyond,Show,2021,TV-Y,25,1,7.4,66,KR,"Family, Animation"
ts271517,The Crew,Show,2021,TV-14,29,1,6.5,5396,US,Comedy
ts306322,The Unlikely Murderer,Show,2021,TV-MA,46,1,7,3954,SE,"Drama, Crime"
tm675820,A Boy Called Christmas,Movie,2021,PG,106,0,6.7,20838,GB,"Family, Fantasy, Drama"
tm1049155,Bordertown: The Mural Murders,Movie,2021,Others,107,0,6.2,2074,FI,"Crime, Drama"
ts72196,Swap Shop,Show,2021,TV-14,30,2,6.7,325,US,Reality
ts269493,Headspace Guide To Meditation,Show,2021,TV-G,22,1,8.4,1540,US,"Documentation, Animation"
ts310331,Twenty Somethings: Austin,Show,2021,TV-MA,30,1,6,427,US,Reality
tm960924,Kuthiraivaal,Movie,2021,Others,125,0,6.4,150,IN,Drama
tm998188,More The Merrier,Movie,2021,Others,112,0,5.4,3080,ES,Comedy
tm1036270,I Am All Girls,Movie,2021,Others,107,0,5.9,5704,ZA,"Crime, Drama, Thriller"
ts213820,Next In Fashion,Show,2020,TV-14,51,1,7.3,3572,US,Reality
tm917974,Hard Kill,Movie,2020,R,98,0,3.4,19728,US,"Thriller, Action"
tm1084481,Blood Brothers: Malcolm X & Muhammad Ali,Movie,2021,PG-13,95,0,6.9,906,US,"Documentation, History, Sport"
tm1107912,American Girl,Movie,2021,Others,101,0,7.2,1032,TW,Drama
tm1002408,Biking Borders - Eine Etwas Andere Reise,Movie,2021,Others,89,0,7.7,888,DE,Documentation
tm876608,Sounds Like Love,Movie,2021,Others,110,0,5.4,2023,ES,"Comedy, Music, Romance, Drama"
ts297065,Tattoo Redo,Show,2021,TV-MA,30,1,5.8,680,US,Reality
ts304709,Bake Squad,Show,2021,TV-PG,38,1,6.9,651,US,Reality
ts329882,Secrets Of Summer,Show,2022,TV-Y,30,1,5.9,110,ES,"Drama, Family, Music"
tm1000296,New Gods: Nezha Reborn,Movie,2021,Others,116,0,6.8,3045,CN,"Fantasy, Action, Animation"
tm992279,Confessions Of An Invisible Girl,Movie,2021,Others,91,0,5.2,966,BR,"Drama, Comedy"
tm1080406,"Barbie: Big City, Big Dreams",Movie,2021,Others,62,0,5.8,258,US,"Animation, Family"
tm1070032,Black Island,Movie,2021,Others,104,0,5.1,2697,DE,"Thriller, Drama"
ts288997,Human: The World Within,Show,2021,TV-PG,52,1,6.8,697,US,Documentation
tm1114205,Amina,Movie,2021,PG-13,120,0,3.9,289,NG,"Drama, Action, History"
tm1002869,Fate: The Winx Saga - The Afterparty,Movie,2021,PG-13,31,0,6.2,69,"GB, IT","Comedy, Fantasy, Reality"
tm1049290,In For A Murder,Movie,2021,Others,105,0,5.3,1394,PL,"Comedy, Thriller, Drama, Scifi"
tm1150800,Amandla,Movie,2022,Others,106,0,5.5,356,"CA, ZA","Crime, Drama"
tm861018,Sweet & Sour,Movie,2021,Others,101,0,6.7,2387,KR,"Comedy, Romance"
tm980657,The Soul,Movie,2021,Others,130,0,6.6,2676,"CN, TW","Scifi, Thriller, Drama"
ts112667,Go! Go! Cory Carson,Show,2020,TV-Y,9,6,7.9,238,US,"Animation, Comedy, Family"
ts251929,Demarcus Family Rules,Show,2020,TV-14,29,1,6.2,110,US,Reality
tm889647,The Stand At Paxton County,Movie,2020,R,102,0,6.4,1069,US,"Thriller, Drama"
ts217045,Levius,Show,2019,Others,25,1,6.9,528,JP,"Animation, Action, Scifi"
tm466954,Alien Warfare,Movie,2019,Others,88,0,2.6,3460,US,"Thriller, Action, Scifi"
tm843345,Pinkfong & Baby Shark'S Space Adventure,Movie,2019,Others,66,0,5.1,74,"KR, US","Animation, Family, Fantasy"
tm847008,Shine Your Eyes,Movie,2020,Others,102,0,6.4,313,"FR, BR","Drama, Thriller"
ts314962,Stories Of A Generation - With Pope Francis,Show,2021,TV-14,46,1,7.4,202,IT,Documentation
ts289982,Bangkok Breaking,Show,2021,TV-MA,60,1,5.9,281,TH,"Drama, Thriller, Action, Crime"
ts319608,The Family That Sings Together: The Camargos,Show,2021,Others,39,1,5.4,41,BR,"Documentation, Music, Reality"
tm1003376,Get The Goat,Movie,2021,Others,97,0,6.1,1727,BR,"Comedy, Crime, Action"
tm1068632,Bartkowiak,Movie,2021,Others,91,0,5.1,1165,PL,"Thriller, Action, Crime, Sport"
tm1111559,Grumpy Christmas,Movie,2021,Others,87,0,4.4,348,MX,Comedy
ts270616,We Are: The Brooklyn Saints,Show,2021,TV-14,47,1,6.5,156,US,"Documentation, Sport"
tm855340,Thalaivii,Movie,2021,G,153,0,5.9,30439,IN,Drama
tm1099320,Convergence: Courage In A Crisis,Movie,2021,R,113,0,5.4,252,"US, GB",Documentation
tm1120766,Angèle,Movie,2021,R,84,0,7,493,"FR, BE","Music, Documentation"
ts322506,Word Party Presents: Math!,Show,2021,Others,27,1,7.5,13,US,"Animation, Family"
tm988801,June & Kopi,Movie,2021,Others,90,0,6.3,529,ID,"Comedy, Drama, Family"
tm1076198,Blue Dream: The Road To Wembley,Movie,2021,Others,61,0,7.1,722,IT,"Documentation, Sport"
tm14873,Dirty Harry,Movie,1971,R,102,0,7.7,153463,US,"Thriller, Crime, Action"
tm185072,My Fair Lady,Movie,1964,G,170,0,7.8,94121,US,"Drama, Music, Romance, Family"
tm98978,The Blue Lagoon,Movie,1980,R,104,0,5.8,69053,US,"Romance, Drama"
tm119281,Bonnie And Clyde,Movie,1967,R,110,0,7.7,111189,US,"Drama, Crime, Action"
tm67378,The Professionals,Movie,1966,PG-13,117,0,7.3,16168,US,"Western, Action, European"
tm69778,Lupin The Third: The Castle Of Cagliostro,Movie,1979,PG,100,0,7.6,30277,JP,"Comedy, Animation, Action, Fantasy, Family"
tm69997,Richard Pryor: Live In Concert,Movie,1979,R,78,0,8.1,5141,US,"Comedy, Documentation"
tm44204,The Guns Of Navarone,Movie,1961,Others,158,0,7.5,50150,"US, GB","War, Action, Drama"
tm1110212,Little Big Mouth,Movie,2021,Others,94,0,3.8,170,ZA,"Romance, Comedy, Music"
tm1122095,A Naija Christmas,Movie,2021,Others,121,0,4.7,336,NG,"Comedy, Drama, Romance"
tm1038025,Slay,Movie,2021,Others,93,0,3.3,101,ZA,Comedy
tm71909,Amrapali,Movie,1966,Others,120,0,6.7,225,IN,Fantasy
tm52062,Mosquita Y Mari,Movie,2012,Others,85,0,6.3,918,US,Drama
tm245378,Barry,Movie,2016,Others,104,0,5.9,7116,US,Drama
tm205437,Dream/Killer,Movie,2015,Others,107,0,7.4,1938,US,"Crime, Documentation"
ts80342,Amo,Show,2018,TV-MA,24,1,6.6,410,PH,Crime
tm328041,Doob,Movie,2017,Others,102,0,6.2,1863,"IN, BD",Drama
tm320949,Simplemente Manu Nna,Movie,2017,Others,71,0,5.5,50,MX,Comedy
tm813929,Gold Statue,Movie,2019,Others,145,0,6.2,52,NG,"Comedy, Drama"
tm949267,Notes For My Son,Movie,2020,Others,83,0,6.4,912,AR,Drama
tm886360,Hope Ranch,Movie,2020,Others,81,0,4.3,229,US,Family
tm1077201,Stuck Together,Movie,2021,Others,126,0,6.3,6699,"BE, FR",Comedy
tm114356,The George Mckenna Story,Movie,1988,Others,100,0,6,901,US,Drama
tm96649,The Long Riders,Movie,1980,R,99,0,6.9,11329,US,"Western, Crime"
tm89386,Hitler: A Career,Movie,1977,PG,150,0,7.5,2416,DE,"Documentation, History, European"
tm156453,Fta,Movie,1972,R,97,0,6.2,411,US,"Comedy, Documentation, Music"
tm16479,White Christmas,Movie,1954,Others,115,0,7.5,42373,US,"Romance, Comedy, Music"
tm135083,Cairo Station,Movie,1958,Others,77,0,7.5,4385,EG,"Drama, Crime, Comedy"
tm14491,The Queen,Movie,1968,Others,68,0,7.2,1117,US,Documentation
tm75975,Prince,Movie,1969,Others,152,0,6.9,168,IN,Romance
tm62176,Mann,Movie,1999,Others,174,0,6.1,5413,IN,"Drama, Romance"
tm79895,Halloween,Movie,2007,R,109,0,6,118815,US,Horror
tm267135,The Dreamseller,Movie,2016,Others,96,0,6,1438,BR,Drama
tm350116,B. A. Pass 2,Movie,2017,Others,136,0,2.2,475,IN,Drama
tm475339,Beats,Movie,2019,Others,109,0,6.3,5122,US,Drama
tm852662,Ultras,Movie,2020,Others,109,0,6.2,4831,IT,Drama
tm1028083,Red Snow,Movie,2019,Others,100,0,4.6,154,CA,Drama
tm990983,Paper Lives,Movie,2021,Others,96,0,6.7,11804,TR,Drama
ts20398,Kath & Kim,Show,2002,Others,24,4,8.3,4168,AU,Comedy
tm169719,42,Movie,2013,PG-13,128,0,7.5,93314,US,"Drama, Sport"
tm155102,Demonic,Movie,2015,R,83,0,5.3,14882,"GB, US","Thriller, Horror"
ts39016,Girlboss,Show,2017,TV-MA,27,1,7,17525,US,Comedy
tm461829,The Hard Way,Movie,2019,Others,92,0,4.8,3171,US,Action
ts223537,Maid,Show,2021,TV-MA,54,1,8.4,74955,US,"Drama, Comedy"
tm1121084,Izla,Movie,2021,Others,85,0,3.7,105,PH,"Comedy, Horror"
tm27298,Saladin The Victorious,Movie,1963,Others,186,0,7.6,2470,EG,"Drama, War, Action, History, Romance"
tm356209,Singapore,Movie,1960,Others,158,0,6.4,82,IN,"Drama, Thriller, Crime"
tm204541,Dark Waters,Movie,1956,Others,120,0,6.7,590,EG,"Drama, Action, Romance, Thriller"
tm14350,Alexandria… Why?,Movie,1979,Others,133,0,7.2,1689,EG,Drama
tm102287,Raya And Sakina,Movie,1953,Others,105,0,6.8,231,EG,"Drama, Thriller, Crime, History"
tm76557,No Longer Kids,Movie,1979,Others,235,0,9,943,EG,"Comedy, Drama"
tm94651,Dostana,Movie,1980,Others,161,0,2.1,25,IN,"Drama, Comedy, Romance, Action, Crime"
tm19608,The Blazing Sun,Movie,1954,Others,100,0,7.4,1219,EG,"Romance, Crime, Drama"
tm90896,The Return Of The Prodigal Son,Movie,1976,Others,124,0,7.2,768,"DZ, EG","Drama, Crime"
tm107372,Manoranjan,Movie,1974,Others,162,0,6.5,236,IN,"Comedy, Drama, Romance"
tm200475,"Beirut, Oh Beirut",Movie,1975,Others,110,0,6.5,106,LB,Drama
tm259855,We Are All For The Fatherland,Movie,1979,Others,74,0,6.2,43,"FR, LB, CA",Documentation
tm156575,Billu,Movie,2009,PG,137,0,6.3,11747,IN,"Drama, Comedy"
tm68272,Project X,Movie,2012,R,88,0,6.6,204959,US,Comedy
tm182586,Silenced,Movie,2011,Others,125,0,8,15889,KR,Drama
tm136601,Walk Of Shame,Movie,2014,R,95,0,6,54065,US,Comedy
tm193769,Steve Jobs,Movie,2015,R,122,0,7.2,166288,"GB, US",Drama
tm233521,Other People,Movie,2016,Others,97,0,6.8,11243,US,"Comedy, Drama"
tm214085,Tig,Movie,2015,Others,95,0,7.4,2649,US,Documentation
tm239774,Xoxo,Movie,2016,Others,92,0,5.3,6981,US,"Music, Drama"
ts88166,Nailed It! Mexico,Show,2019,TV-PG,32,3,6.2,308,MX,Reality
ts289757,Crime Stories: India Detectives,Show,2021,TV-MA,52,1,7.2,934,IN,"Documentation, Crime"
ts309676,The World'S Most Amazing Vacation Rentals,Show,2021,TV-PG,35,2,6.7,1278,US,Reality
ts20681,Seinfeld,Show,1989,TV-PG,24,9,8.9,302700,US,Comedy
ts22082,Knight Rider,Show,1982,TV-PG,51,4,6.9,33760,US,"Action, Scifi, Crime, Drama"
ts20678,Saved By The Bell,Show,1989,TV-G,23,5,7.1,34854,US,"Comedy, Romance, Family"
ts25028,Wheel Of Fortune,Show,1983,TV-G,26,39,6.7,3126,US,Family
ts23753,Major Dad,Show,1989,TV-PG,24,4,6.4,2866,US,"Comedy, Family"
ts2760,Fireman Sam,Show,1987,TV-Y,10,13,6.1,1759,GB,"Comedy, Animation, Family, Crime, European"
ts63001,High Risk,Show,1988,TV-PG,50,1,3.8,6,US,Comedy
ts20981,Survivor,Show,2000,TV-PG,48,42,7.4,24368,US,Reality
ts22176,Stargate Sg-1,Show,1997,TV-PG,44,10,8.4,90196,"US, CA","Scifi, Drama, Action"
ts21223,Pokémon,Show,1997,TV-Y7,22,24,7.6,172,JP,"Scifi, Action, Comedy, Fantasy, Animation, Family"
ts20339,One Piece,Show,1999,TV-14,23,21,8.8,112586,JP,"Action, Comedy, Animation, Drama, Fantasy"
ts34435,Cowboy Bebop,Show,1998,TV-14,25,1,8.9,112887,JP,"Western, Action, Scifi, Thriller, Animation, Comedy, Drama"
ts20927,Star Trek: Deep Space Nine,Show,1993,TV-PG,47,7,8.1,61145,US,"Scifi, Action, Drama"
ts5145,The Challenge,Show,1998,TV-14,40,37,7.8,3274,US,"Reality, Comedy, Drama, Scifi"
ts21567,Gilmore Girls,Show,2000,TV-14,46,8,8.2,119054,US,"Comedy, Drama"
ts20983,Neon Genesis Evangelion,Show,1995,TV-14,24,1,8.5,64727,JP,"Scifi, Action, Drama, Thriller, Fantasy, Animation"
ts22193,The Magic School Bus,Show,1994,TV-Y,26,4,7.8,9708,"US, CA","Scifi, Comedy, Family, Fantasy, Animation"
ts20939,Moesha,Show,1996,TV-PG,21,6,5.7,3713,US,"Drama, Comedy, Family"
ts21693,"Sister, Sister",Show,1994,TV-PG,22,6,6.2,12535,US,"Comedy, Drama, Family"
ts22286,Cardcaptor Sakura,Show,1998,TV-Y7,25,4,8,4936,JP,"Scifi, Comedy, Drama, Family, Fantasy, Romance, Animation, Action"
ts21581,Girlfriends,Show,2000,TV-PG,21,8,7.2,4482,US,"Comedy, Drama"
ts20918,The Parkers,Show,1999,TV-PG,19,5,6.8,2346,US,Comedy
ts22080,Oggy And The Cockroaches,Show,1999,TV-Y7,9,7,7.4,4185,FR,"Comedy, Family, Action, Animation, European"
ts22039,H,Show,1998,TV-MA,25,4,7.4,1703,FR,Comedy
ts4,Breaking Bad,Show,2008,TV-MA,48,5,9.5,1727694,US,"Drama, Thriller, Crime"
ts9,The Walking Dead,Show,2010,TV-MA,46,11,8.2,945125,US,"Action, Drama, Scifi, Thriller, Horror"
ts26091,The Staircase,Show,2004,TV-MA,49,2,7.8,21531,FR,"Crime, Documentation, Drama"
ts11,Downton Abbey,Show,2010,TV-14,58,6,8.7,197744,GB,"Drama, Romance, European"
ts21469,Grey'S Anatomy,Show,2005,TV-14,49,18,7.6,293618,US,"Drama, Romance"
ts288536,The Great British Baking Show,Show,2010,TV-PG,57,12,8.6,9564,GB,"Reality, European"
ts6495,Criminal Minds,Show,2005,TV-14,44,15,8.1,189191,US,"Thriller, Crime, Drama"
ts2230,America'S Next Top Model,Show,2003,TV-14,44,24,5.6,17843,US,Reality
ts17942,Chappelle'S Show,Show,2003,TV-14,21,3,8.8,62140,US,"Comedy, Music"
ts22267,Trailer Park Boys,Show,2001,TV-MA,25,12,8.6,41791,CA,"Comedy, Crime"
ts6644,Borgen,Show,2010,TV-MA,58,4,8.5,23523,DK,"Drama, European"
ts22018,Icarly,Show,2007,TV-G,26,6,6.7,38281,US,"Comedy, Family, Romance"
ts30311,Victorious,Show,2010,TV-G,25,4,6.9,24224,US,"Comedy, Drama, Family, Music, Romance, Sport"
ts21197,Merlin,Show,2008,TV-PG,44,5,7.9,80138,GB,"Action, Scifi, Drama, Fantasy, European"
ts35155,Gurren Lagann,Show,2007,TV-14,24,1,8.3,17024,JP,"Scifi, Action, Comedy, Drama, Animation"
ts21544,Transformers: Prime,Show,2010,TV-Y7,22,4,7.9,6500,US,"Action, Comedy, Drama, Family, Scifi, Animation"
ts31263,The Mole,Show,2001,TV-14,52,5,7.6,1104,"US, BE",Reality
ts23752,Midnight Diner,Show,2009,TV-MA,27,5,8.6,2110,JP,"Drama, Comedy"
ts21706,H2o: Just Add Water,Show,2006,TV-PG,25,3,7.2,14782,AU,"Drama, Scifi, Fantasy, Family"
ts21740,Black Butler,Show,2008,TV-MA,25,3,8.3,1856,JP,"Scifi, Fantasy, Animation, Comedy, Drama, Thriller, Crime, Horror, Action"
ts30356,Octonauts,Show,2010,TV-Y,15,6,7.6,1049,GB,"Action, Animation, Comedy, Family"
ts31514,Strawberry Shortcake,Show,2003,TV-Y,23,4,7,13,US,"Animation, Family"
ts22005,Total Drama Island,Show,2007,TV-PG,23,6,7.4,10523,CA,"Action, Reality, Animation, Family, Comedy, Drama"
ts21688,Boys Over Flowers,Show,2009,TV-14,64,1,7.9,11579,KR,"Comedy, Drama, Romance"
ts22318,Winx Club,Show,2004,TV-G,23,8,6.2,6700,IT,"Action, Comedy, Family, Fantasy, Animation, Thriller, European"
ts12815,Big Time Rush,Show,2009,TV-G,25,4,6.3,12046,US,"Comedy, Family"
ts15986,Dead Set,Show,2008,TV-MA,141,1,7.6,19684,GB,"Scifi, Thriller, Comedy, Drama, Horror, European"
ts21421,Pocoyo,Show,2005,TV-G,11,4,3.9,93,"ES, GB","Animation, Family, Comedy, European"
ts20526,The Game,Show,2006,TV-14,22,10,6.6,4417,US,"Comedy, Drama, Sport, Romance"
ts30083,Angel Beats!,Show,2010,TV-14,26,1,7.7,13848,JP,"Scifi, Action, Comedy, Drama, Fantasy, Animation"
ts23835,Masha And The Bear,Show,2009,TV-Y,6,5,7.6,3114,RU,"Comedy, Family, Action, Animation"
